epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
364,5479.22,0.64676,0.41448,0.89248,0.88757,0.8849,0.91949,0.68513,0.88298,0.57451,0.91838,7.81112e-05,7.81112e-05,7.81112e-05
365,5493.65,0.65612,0.4054,0.90625,0.8906,0.88392,0.9181,0.67395,0.87532,0.57203,0.90896,7.62079e-05,7.62079e-05,7.62079e-05
366,5508.05,0.63775,0.40224,0.89333,0.88078,0.88334,0.91658,0.67668,0.83969,0.56408,0.90415,7.43046e-05,7.43046e-05,7.43046e-05
367,5522.49,0.65195,0.40539,0.89611,0.89107,0.8827,0.91723,0.6912,0.83408,0.56828,0.90722,7.24013e-05,7.24013e-05,7.24013e-05
368,5537,0.6833,0.41659,0.9084,0.88703,0.87418,0.91602,0.6934,0.86314,0.57858,0.9154,7.04981e-05,7.04981e-05,7.04981e-05
369,5551.4,0.64832,0.41053,0.87103,0.89683,0.87367,0.91673,0.68765,0.85195,0.57218,0.91509,6.85948e-05,6.85948e-05,6.85948e-05
370,5565.94,0.63903,0.40599,0.89532,0.90249,0.87379,0.91694,0.69164,0.84326,0.56027,0.91198,6.66915e-05,6.66915e-05,6.66915e-05
371,5580.32,0.65144,0.40758,0.86497,0.91376,0.87081,0.92231,0.69584,0.87512,0.56234,0.9204,6.47882e-05,6.47882e-05,6.47882e-05
372,5594.78,0.65125,0.41456,0.88538,0.90218,0.8777,0.92207,0.69082,0.88447,0.56432,0.92429,6.2885e-05,6.2885e-05,6.2885e-05
373,5609.28,0.65381,0.40697,0.88509,0.90337,0.87858,0.91937,0.69389,0.8652,0.55758,0.92019,6.09817e-05,6.09817e-05,6.09817e-05
374,5623.76,0.65896,0.41062,0.91353,0.89832,0.87758,0.91949,0.71171,0.85203,0.55778,0.91659,5.90784e-05,5.90784e-05,5.90784e-05
375,5638.35,0.65487,0.39762,0.89182,0.88976,0.87664,0.92013,0.70025,0.8669,0.57136,0.91904,5.71751e-05,5.71751e-05,5.71751e-05
376,5652.93,0.66027,0.41468,0.89555,0.86937,0.88133,0.92013,0.68777,0.87517,0.57979,0.91924,5.52719e-05,5.52719e-05,5.52719e-05
377,5667.37,0.67607,0.4173,0.88919,0.87422,0.8801,0.92001,0.68584,0.88085,0.59513,0.91996,5.33686e-05,5.33686e-05,5.33686e-05
378,5681.89,0.6578,0.40974,0.89815,0.88626,0.87463,0.9193,0.6776,0.87291,0.5973,0.92045,5.14653e-05,5.14653e-05,5.14653e-05
379,5696.4,0.66699,0.41356,0.88481,0.88472,0.87358,0.91992,0.68788,0.85457,0.59711,0.9162,4.95621e-05,4.95621e-05,4.95621e-05
380,5710.85,0.65122,0.40154,0.88503,0.87561,0.87062,0.91906,0.69364,0.85748,0.59344,0.91787,4.76588e-05,4.76588e-05,4.76588e-05
381,5725.32,0.60792,0.3913,0.87155,0.87203,0.86389,0.9197,0.68783,0.8538,0.59621,0.91496,4.57555e-05,4.57555e-05,4.57555e-05
382,5739.8,0.63392,0.39366,0.88009,0.85686,0.87792,0.89982,0.67221,0.84914,0.59003,0.91346,4.38522e-05,4.38522e-05,4.38522e-05
383,5754.29,0.63241,0.39569,0.8863,0.85768,0.88001,0.89982,0.66948,0.85533,0.58381,0.91487,4.1949e-05,4.1949e-05,4.1949e-05
384,5768.81,0.68948,0.41174,0.90066,0.8609,0.87779,0.89897,0.67298,0.86863,0.58347,0.91962,4.00457e-05,4.00457e-05,4.00457e-05
385,5783.22,0.63554,0.39994,0.89177,0.86054,0.87661,0.89755,0.67561,0.86798,0.59061,0.91941,3.81424e-05,3.81424e-05,3.81424e-05
386,5797.25,0.64132,0.4069,0.88011,0.90134,0.88256,0.91984,0.68936,0.86146,0.59336,0.91683,3.62391e-05,3.62391e-05,3.62391e-05
387,5811.15,0.64834,0.39816,0.88391,0.87902,0.87156,0.92795,0.6938,0.85369,0.58274,0.917,3.43359e-05,3.43359e-05,3.43359e-05
388,5825.08,0.60315,0.38453,0.88183,0.88465,0.87367,0.9289,0.68726,0.85808,0.57523,0.921,3.24326e-05,3.24326e-05,3.24326e-05
389,5838.94,0.61762,0.3875,0.87143,0.88646,0.86884,0.92821,0.68957,0.86497,0.56279,0.92484,3.05293e-05,3.05293e-05,3.05293e-05
390,5852.88,0.63866,0.38245,0.86838,0.89178,0.86566,0.92021,0.68809,0.87413,0.55606,0.92631,2.8626e-05,2.8626e-05,2.8626e-05
391,5866.82,0.61966,0.38961,0.88038,0.91527,0.86581,0.9201,0.69772,0.8722,0.55794,0.92633,2.67228e-05,2.67228e-05,2.67228e-05
392,5880.8,0.66069,0.38426,0.88433,0.92819,0.86636,0.9201,0.70088,0.87316,0.56414,0.92727,2.48195e-05,2.48195e-05,2.48195e-05
393,5894.67,0.62037,0.36914,0.88137,0.94031,0.87738,0.92203,0.70195,0.87648,0.56677,0.92939,2.29162e-05,2.29162e-05,2.29162e-05
394,5908.53,0.5724,0.372,0.86689,0.93749,0.87764,0.92203,0.68865,0.88138,0.57063,0.93224,2.10129e-05,2.10129e-05,2.10129e-05
395,5922.38,0.63133,0.38729,0.87171,0.92395,0.86753,0.92089,0.69009,0.87854,0.57529,0.9358,1.91097e-05,1.91097e-05,1.91097e-05
396,5936.34,0.59189,0.36698,0.8659,0.92377,0.86738,0.92158,0.69035,0.87861,0.57449,0.93544,1.72064e-05,1.72064e-05,1.72064e-05
397,5950.22,0.59008,0.36828,0.86261,0.92297,0.87987,0.92215,0.69932,0.8814,0.57343,0.93606,1.53031e-05,1.53031e-05,1.53031e-05
398,5964.1,0.61473,0.36876,0.8641,0.91498,0.88007,0.92215,0.68463,0.87475,0.57332,0.93493,1.33998e-05,1.33998e-05,1.33998e-05
399,5978.03,0.59984,0.36796,0.85872,0.9152,0.88018,0.92215,0.69026,0.87155,0.57471,0.93395,1.14966e-05,1.14966e-05,1.14966e-05
400,5992.01,0.60958,0.38381,0.88585,0.91444,0.88036,0.92203,0.68864,0.87483,0.57578,0.93466,9.59327e-06,9.59327e-06,9.59327e-06
